store_name,address,area,type,detail,url1,url2
Meet Meats 5バル 高田馬場店,東京都新宿区高田馬場２-15-7 03ビル1F,高田馬場,ダイニングバー・バル,ＪＲ高田馬場駅より徒歩3分,https://www.hotpepper.jp/strJ001152682/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001152682/map/?vos=nhppalsa000016
めっけもん 高田馬場,東京都新宿区高田馬場２-１１-９　１Ｆ,高田馬場,居酒屋,JR山手・西武新宿線 高田馬場駅 早稲田口 徒歩4分東西線 4番出口 徒歩2分副都心線　西早稲田駅 1番出口より6分,https://www.hotpepper.jp/strJ001135762/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001135762/map/?vos=nhppalsa000016
wine&whisky BAR W,東京都新宿区西新宿７-22-31 柏木MURA 1F,新宿,ダイニングバー・バル,新宿駅Ｄ５出口より徒歩約7分/都営大江戸線新宿西口駅Ｄ５出口より徒歩約7分/ＪＲ大久保(東京)駅南口より徒歩約5分,https://www.hotpepper.jp/strJ001215007/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001215007/map/?vos=nhppalsa000016
ワインとパエリアのお店 スペイン魚介バル,東京都新宿区新宿３-４-８　京王フレンテ新宿３丁目　３階,新宿,ダイニングバー・バル,新宿駅東口徒歩4分/新宿三丁目駅直結（伊勢丹向い）で地下からそのままお店のビルに雨も人ごみも避けて辿り着けます♪,https://www.hotpepper.jp/strJ000961401/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ000961401/map/?vos=nhppalsa000016
ふくの鳥 新宿西口 小滝橋通り店,東京都新宿区西新宿７-5-5 プラザ西新宿　B1F,新宿,居酒屋,都営，ＪＲ新宿駅Ｄ５出口より徒歩約5分,https://www.hotpepper.jp/strJ001227334/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001227334/map/?vos=nhppalsa000016
バルダイニング イッツ,東京都新宿区歌舞伎町２－４５－１　１Ｆ,西武新宿,ダイニングバー・バル,東京都新宿区歌舞伎町2-45-1 1F　西武新宿駅徒歩1分,https://www.hotpepper.jp/strJ001152620/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001152620/map/?vos=nhppalsa000016
燻煙 SmokeDining 新宿三丁目店,東京都新宿区新宿３-６-１２ 藤堂ビル3F,新宿三丁目,ダイニングバー・バル,新宿三丁目駅１分/ワイン500円～,https://www.hotpepper.jp/strJ001029204/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001029204/map/?vos=nhppalsa000016
バル014 馬場ワイン食堂,東京都新宿区高田馬場１－２７－１　ファインテックビル１階,高田馬場,ダイニングバー・バル,高田馬場駅徒歩3分,https://www.hotpepper.jp/strJ001179306/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001179306/map/?vos=nhppalsa000016
房's ボウズ 新宿店 東口,東京都新宿区新宿３－３６－１２　杉忠ビル３Ｆ,新宿,創作料理,JR新宿駅から徒歩1分、ビックロ近く・ロッテリア向かいZARAの奥1F金の蔵2F椿屋珈琲　3F房’sです。,https://www.hotpepper.jp/strJ000001483/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ000001483/map/?vos=nhppalsa000016
Bistro CLOVER 新宿御苑前,東京都新宿区新宿１‐３２‐１ 苑フタミビルB１Ｆ,新宿御苑前,イタリアン・フレンチ,東京メトロ　新宿御苑前駅　2番出口　徒歩3分,https://www.hotpepper.jp/strJ001203179/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001203179/map/?vos=nhppalsa000016
ワインバル LDK,東京都中野区東中野１-50-4　日進ビルBF,東中野,イタリアン・フレンチ,JR 東中野駅 東口 徒歩1分　交番脇の公共階段の中段に入口があります。,https://www.hotpepper.jp/strJ001099757/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001099757/map/?vos=nhppalsa000016
マイアミ パティオ Miami Patio 小田急エース店,東京都新宿区西新宿１西口地下街1号　小田急エース　北館　東 ,新宿,イタリアン・フレンチ,各線・地下鉄新宿駅西口徒歩2分(新宿駅西口地下街小田急エース内）,https://www.hotpepper.jp/strJ000124571/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ000124571/map/?vos=nhppalsa000016
リザラン LIZARRAN 西新宿店,東京都新宿区西新宿７-7-25ワコーレ第二ビル1階,新宿,ダイニングバー・バル,JR「新宿駅」西口D5より徒歩5分/西武新宿線「新宿駅」北口より徒歩4分/中央線「大久保駅」南口より徒歩3分,https://www.hotpepper.jp/strJ001154078/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001154078/map/?vos=nhppalsa000016
シュラスコ CHURRASKO 新宿総本店,東京都新宿区歌舞伎町１-12-6　歌舞伎町ビル３F,新宿,居酒屋,「新宿駅」B16番出口徒歩30秒！/都営大江戸線「新宿西口駅」D2・D4出口徒歩1分西部新宿駅徒歩1分です！,https://www.hotpepper.jp/strJ001170605/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001170605/map/?vos=nhppalsa000016
"NO MEAT, NO LIFE, 2nd",東京都新宿区歌舞伎町１-13-10 一草堂ビル１F,新宿,焼肉・ホルモン,新宿駅徒歩5分,https://www.hotpepper.jp/strJ001127808/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001127808/map/?vos=nhppalsa000016
葡萄酒 武田Bar,東京都新宿区高田馬場２－１５－９　鈴や第５ビル４０１,高田馬場,ダイニングバー・バル,高田馬場駅早稲田口より徒歩3分,https://www.hotpepper.jp/strJ000954968/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ000954968/map/?vos=nhppalsa000016
雷紋,東京都新宿区新宿３-９-３  １Ｆ,新宿三丁目,中華,新宿三丁目駅より徒歩3分,https://www.hotpepper.jp/strJ001100930/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001100930/map/?vos=nhppalsa000016
てけてけ 西新宿7丁目店 生派,東京都新宿区西新宿７－１４－９　第一規格ビル２Ｆ,新宿,ダイニングバー・バル,ＪＲ新宿駅 D5番出口徒歩3分、都営大江戸線新宿西口駅徒歩3分、西武新宿線西武新宿駅南口徒歩7分、新宿に多数店舗展開中,https://www.hotpepper.jp/strJ001017050/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001017050/map/?vos=nhppalsa000016
リースリング Riesling,東京都新宿区西新宿７-3-1三光パークビル1F,新宿,各国料理,JR新宿駅西口　徒歩10分,https://www.hotpepper.jp/strJ000743415/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ000743415/map/?vos=nhppalsa000016
ビゴーテ bigote,東京都新宿区新宿３‐７‐７　十字屋ビル２Ｆ ,新宿三丁目,ダイニングバー・バル,東京メトロ丸の内線新宿三丁目駅下車徒歩3分/都営新宿線新宿三丁目駅下車徒歩3分/JR新宿駅下車徒歩10分 ,https://www.hotpepper.jp/strJ000814387/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ000814387/map/?vos=nhppalsa000016
イタリアン ライム 新宿3丁目店,東京都新宿区新宿４－２－２３　新四ｃｕｒｕｍｕＢ１,新宿,イタリアン・フレンチ,新宿三丁目駅　Ｅ６出口直結 /新宿駅東南改札より徒歩３分,https://www.hotpepper.jp/strJ001050117/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001050117/map/?vos=nhppalsa000016
勘之丞,東京都新宿区新宿１‐１８‐９パリアイルカテリーナ１Ｆ,新宿御苑前,イタリアン・フレンチ,新宿御苑前駅から157m,https://www.hotpepper.jp/strJ000770720/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ000770720/map/?vos=nhppalsa000016
"NO MEAT, NO LIFE, 1st",東京都新宿区歌舞伎町１-11-1 中野ビル２F,新宿,焼肉・ホルモン,新宿駅徒歩5分,https://www.hotpepper.jp/strJ001127805/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001127805/map/?vos=nhppalsa000016
レストラン チャオ,東京都新宿区西新宿８‐１‐３　ホテルローズガーデン新宿２Ｆ,新宿,イタリアン・フレンチ,JR新宿駅徒歩10分／私鉄各線新宿駅徒歩10分／地下鉄丸の内線西新宿駅徒歩1分 ,https://www.hotpepper.jp/strJ000001836/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ000001836/map/?vos=nhppalsa000016
グットドレザン,東京都新宿区新宿1-19-11クサマビルB1F,新宿御苑前,イタリアン・フレンチ,東京メトロ丸ノ内線・新宿御苑前駅2番出口 徒歩3分 駅チカで便利！,https://www.hotpepper.jp/strJ001134343/scoupon/?vos=nhppalsa000016,https://www.hotpepper.jp/strJ001134343/map/?vos=nhppalsa000016
